RespondentID,"In your own words, what would you call the part of the country you live in now?",Personally identification as a Midwesterner?,Illinois in MW?,Indiana in MW?,Iowa in MW?,Kansas in MW?,Michigan in MW?,Minnesota in MW?,Missouri in MW?,Nebraska in MW?,North Dakota in MW?,Ohio in MW?,South Dakota in MW?,Wisconsin in MW?,Arkansas in MW?,Colorado in MW?,Kentucky in MW?,Oklahoma in MW?,Pennsylvania in MW?,West Virginia in MW?,Montana in MW?,Wyoming in MW?,ZIP Code,Gender,Age,Household Income,Education,Location (Census Region)
3123921836,New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,4011,Male,18-29,"$150,000+",Some college,Middle Atlantic
3122480924,Mid-Atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,7076,Male,18-29,"$150,000+",Some college,Middle Atlantic
3121909114,Mid Atlantic/North East,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,18069,Male,18-29,"$150,000+",Some college,Middle Atlantic
3126068469,southwestern pennsylvania,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,15061,Male,18-29,"$150,000+",Some college,Middle Atlantic
3125187550,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,18901,Male,> 60,"$100,000 - $149,999",Some college,Middle Atlantic
3122082516,eastern usa,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,19460,Female,45-60,"$100,000 - $149,999",Some college,Middle Atlantic
3121537456,East Coast,Not at all,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,19148,Female,45-60,"$100,000 - $149,999",Some college,Middle Atlantic
3123534031,The North East,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,17701,Male,45-60,"$100,000 - $149,999",Some college,Middle Atlantic
3122926440,North east,Not at all,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,17316,Female,45-60,"$100,000 - $149,999",Some college,Middle Atlantic
3121259959,northeast,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,19149,Male,45-60,"$100,000 - $149,999",Some college,Middle Atlantic
3121491282,Northeast,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,17078,Female,30-44,"$100,000 - $149,999",Some college,Middle Atlantic
3122875428,North East,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,19518,Male,30-44,"$100,000 - $149,999",Some college,Middle Atlantic
3123234312,Upstate NY,Not at all,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,14477,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3122902543,Northeast,Not at all,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,18360,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3122814185,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,19043,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3121924684,east coast/ mid atlantic,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,16803,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3122974362,northeast,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,19446,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3126735994,East Coast,Not at all,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,16841,Male,18-29,"$100,000 - $149,999",Some college,Middle Atlantic
3122092178,East coast,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,19135,Female,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3123270245,Northeast,Not much,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,18966,Female,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3122666046,East coast,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,7480,Female,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3123896307,Northern Mid Atlantic,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,18902,Female,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3123922974,The Northeast. Or the mid atlantic states.,Not at all,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,17931,Male,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3122905065,Northeast,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,17402,Male,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3122758061,a great place to live in but for the high property taxs,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,8053,Male,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3122889886,northeast,Some,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17601,Male,> 60,"$50,000 - $99,999",Some college,Middle Atlantic
3122860998,The Northeast,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,8340,Female,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122116872,northeast,Not at all,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,15650,Female,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3121861653,"East, great lakes area of the US",Not at all,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,14094,Female,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122649584,DORMONT,Some,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,15216,Female,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3123613781,Northeast,Not at all,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,19567,Female,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122781185,Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,19023,Male,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122573943,eastern pennsylvania,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,18011,Male,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122268867,North east,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,17068,Male,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3123234923,great country side of white plain eastern usa,Not much,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10605,Male,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3122302346,Northeast,Not much,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,16341,Male,45-60,"$50,000 - $99,999",Some college,Middle Atlantic
3120853064,East coast,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,7727,Female,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3121445320,North East Pennsylvania,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,18504,Female,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3123089620,Central New York,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,14882,Female,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3122895828,Northeast,Not at all,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,11566,Male,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3122321265,"New York City, a city-state a la Athens. For people who don't know what that means, I'd say Mid-Atlantic",Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,11209,Male,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3120850558,Northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,11374,Male,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3126019752,northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,17551,Male,30-44,"$50,000 - $99,999",Some college,Middle Atlantic
3122321212,Northeast,Not at all,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,19422,Female,18-29,"$50,000 - $99,999",Some college,Middle Atlantic
3120721774,New York,Not at all,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,11228,Female,18-29,"$50,000 - $99,999",Some college,Middle Atlantic
3122891684,North East,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,19133,Female,18-29,"$50,000 - $99,999",Some college,Middle Atlantic
3123926674,The East Coast,Not at all,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,14513,Male,18-29,"$50,000 - $99,999",Some college,Middle Atlantic
3123082937,Great Lakes,Not much,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,16412,Male,18-29,"$50,000 - $99,999",Some college,Middle Atlantic
3122910449,east coast,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,18964,Female,> 60,"$25,000 - $49,999",Some college,Middle Atlantic
3122811292,The sunniest state in America,Some,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,85365,Female,> 60,"$25,000 - $49,999",Some college,Middle Atlantic
3124236124,NorthEast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,19124,Female,> 60,"$25,000 - $49,999",Some college,Middle Atlantic
3123052021,Northeast,Not at all,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16510,Female,> 60,"$25,000 - $49,999",Some college,Middle Atlantic
3122661617,Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,17566,Female,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3122107048,trashy and racist,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14616,Female,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3122200993,northeastern,Some,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,19020,Female,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3124549372,northeast Pa,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,18651,Male,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3123640804,east,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,18902,Female,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3122658483,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,16686,Male,45-60,"$25,000 - $49,999",Some college,Middle Atlantic
3120803166,Northeast,Not at all,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,19116,Female,30-44,"$25,000 - $49,999",Some college,Middle Atlantic
3123992076,North East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,15228,Female,30-44,"$25,000 - $49,999",Some college,Middle Atlantic
3122878257,Northeast,Not at all,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,19083,Male,30-44,"$25,000 - $49,999",Some college,Middle Atlantic
3122111029,Northeastern United States (New Jersey),Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,8802,Female,18-29,"$25,000 - $49,999",Some college,Middle Atlantic
3121678771,East Coast,Not at all,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,10033,Female,18-29,"$25,000 - $49,999",Some college,Middle Atlantic
3122920582,North East,Some,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,19010,Female,18-29,"$25,000 - $49,999",Some college,Middle Atlantic
3125869144,Lancaster,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,19540,Male,18-29,"$25,000 - $49,999",Some college,Middle Atlantic
3121916007,North East,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,19464,Female,> 60,"$0 - $24,999",Some college,Middle Atlantic
3122438699,ne,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,11414,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
3121795727,North East USA,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,7960,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
3122558219,"I live in the east coast part of NJ Somerset County, Franklin Township. I have lived here for 14 years",Not much,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,8823,Female,45-60,"$0 - $24,999",Some college,Middle Atlantic
3123138199,North eastern United States,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,12401,Male,45-60,"$0 - $24,999",Some college,Middle Atlantic
3122039992,Depressed,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,16148,Female,30-44,"$0 - $24,999",Some college,Middle Atlantic
3121979524,New York City,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,10065,Female,30-44,"$0 - $24,999",Some college,Middle Atlantic
3123462861,"cold, expensive and limiting.",Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,7017,Female,18-29,"$0 - $24,999",Some college,Middle Atlantic
3123341143,"Western, Midwest, small city.",Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,13411,Female,18-29,"$0 - $24,999",Some college,Middle Atlantic
3124116885,The tri-state area,Not at all,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,19104,Male,18-29,"$0 - $24,999",Some college,Middle Atlantic
3123222090,north east,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,11691,Male,18-29,"$0 - $24,999",Some college,Middle Atlantic
3120765407,Southwest pennsylvania,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,15236,Male,30-44,,Some college,Middle Atlantic
3122611332,north east,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,16508,Female,18-29,,Some college,Middle Atlantic
3120856144,Southwest,Not much,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,8739,Female,> 60,"$150,000+",High school degree,Middle Atlantic
3122627789,Mid Atlantic,Not at all,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,17042,Male,> 60,"$150,000+",High school degree,Middle Atlantic
3123002564,"Nice place to raise a family. Not too much traffic. A little noisy at times. If you like diesel fumes, you'll love it hear.",Not at all,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,16602,Male,45-60,"$150,000+",High school degree,Middle Atlantic
3125188710,Northeastern,Not much,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,17315,Male,45-60,"$150,000+",High school degree,Middle Atlantic
3122689241,North East Cost or The Big Apple,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,10001,Male,30-44,"$150,000+",High school degree,Middle Atlantic
3126149299,Northeast,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,16412,Male,30-44,"$150,000+",High school degree,Middle Atlantic
3120856398,"East coast with a mix of country side, suburban neighborhoods, and cities.  All of this can be found within a two hour radius of where I live.",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,18040,Female,18-29,"$150,000+",High school degree,Middle Atlantic
3125674529,East Coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,15301,Male,18-29,"$150,000+",High school degree,Middle Atlantic
3123098747,"A verdant little bit of suburbia in the best possible way. A safe haven for former hippies and families with dogs, there are as many trees as there are people in this East Coast town.",Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,20912,Female,18-29,"$150,000+",High school degree,Middle Atlantic
3122940917,The Northeast.,Not at all,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,17065,Female,18-29,"$150,000+",High school degree,Middle Atlantic
3126472341,northeast,Not at all,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,18015,Male,18-29,"$150,000+",High school degree,Middle Atlantic
3123879560,northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,13030,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
3121242381,east coast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,8865,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
3122307150,countryside,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,10512,Female,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
3124004520,Eastern,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16059,Female,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
3126557220,Mid-atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,19030,Male,30-44,"$100,000 - $149,999",High school degree,Middle Atlantic
3122993462,Northeast,Not at all,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,16063,Male,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
3125087847,Mid alantic,Not at all,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,16148,Male,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
3123230773,The best,Not at all,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,18360,Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
3122758830,northeast atlantic,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,18037,Female,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3123681729,Delaware Valley in the Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,19064,Female,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3122870969,Northeastern,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,15021,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3122058046,north east,Not at all,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,17552,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3121820409,Northeast,Not much,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,18038,Male,45-60,"$50,000 - $99,999",High school degree,Middle Atlantic
3125096120,Urban,Not at all,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,10469,Male,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
3122999149,West chester,Not at all,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,19382,Female,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
3122689198,"Small, rugged, and to find entertainment you have to leave travel a bit.",Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,15642,Male,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic
3120716812,northeast,Not at all,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,18976,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
3122955134,in the East,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,16508,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
3122931605,NORTHEAST,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,19604,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic
3123769218,The United States,A lot,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,19120,Female,45-60,"$25,000 - $49,999",High school degree,Middle Atlantic
3123272007,Eastern Pa,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,18015,Female,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic
3120996178,average,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,15469,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic
3122698630,tri-state,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,17202,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
3124258189,Mid-Atlantic,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,19114,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
3122660115,EAST,Not much,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,18252,Male,45-60,"$0 - $24,999",High school degree,Middle Atlantic
3123085468,United state of America,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,11422,Female,30-44,"$0 - $24,999",High school degree,Middle Atlantic
3122622760,The Big Apple,Not at all,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,11207,Male,30-44,"$0 - $24,999",High school degree,Middle Atlantic
3123325733,Eastern,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,16639,Female,18-29,"$150,000+",Less than high school degree,Middle Atlantic
3122610317,East,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,11358,Male,18-29,"$150,000+",Less than high school degree,Middle Atlantic
3122638508,"The Northeast or central New Jersey, sometimes South Central NJ, depending upon the 'scope' of the issue",Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,8520,Female,> 60,,,Middle Atlantic
3122712918,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,12533,Male,45-60,,,Middle Atlantic
3122819145,New England,Not at all,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2879,Female,> 60,"$150,000+",Graduate degree,New England
3122156038,The Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,5055,Female,> 60,"$150,000+",Graduate degree,New England
3120709685,Northern New England,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,4103,Female,> 60,"$150,000+",Graduate degree,New England
3123958553,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,6410,Male,> 60,"$150,000+",Graduate degree,New England
3122548844,New England,Not at all,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,6042,Male,> 60,"$150,000+",Graduate degree,New England
3122082689,New England,Not at all,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6611,Male,> 60,"$150,000+",Graduate degree,New England
3121814631,Northeast US,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4530,Male,> 60,"$150,000+",Graduate degree,New England
